complaint_id,type,state,city,amount_lost,age,gender,date,description,status
703,Phishing,Delhi,New Delhi,26020,42,Female,2023-09-03 00:00:00,Victim reported phishing incident in New Delhi.,Open
704,Credit Card Fraud,Delhi,New Delhi,36724,43,Male,2023-02-28 00:00:00,Victim reported credit card fraud incident in New Delhi.,Under Investigation
705,Crypto Scam,Delhi,New Delhi,16747,53,Male,2023-07-16 00:00:00,Victim reported crypto scam incident in New Delhi.,Closed
706,Crypto Scam,Delhi,New Delhi,5099,34,Male,2023-01-09 00:00:00,Victim reported crypto scam incident in New Delhi.,Open
707,Loan Scam,Delhi,New Delhi,34709,41,Female,2023-12-11 00:00:00,Victim reported loan scam incident in New Delhi.,Under Investigation
708,Phishing,Delhi,New Delhi,8135,42,Female,2023-01-31 00:00:00,Victim reported phishing incident in New Delhi.,Under Investigation
709,Loan Scam,Delhi,New Delhi,34577,24,Male,2023-11-18 00:00:00,Victim reported loan scam incident in New Delhi.,Open
710,Online Shopping Fraud,Delhi,New Delhi,15341,50,Male,2023-05-01 00:00:00,Victim reported online shopping fraud incident in New Delhi.,Under Investigation
711,Credit Card Fraud,Delhi,New Delhi,34971,39,Male,2023-10-21 00:00:00,Victim reported credit card fraud incident in New Delhi.,Open
712,Job Scam,Delhi,New Delhi,21778,51,Male,2023-04-14 00:00:00,Victim reported job scam incident in New Delhi.,Under Investigation
713,Job Scam,Delhi,New Delhi,17700,32,Female,2023-03-27 00:00:00,Victim reported job scam incident in New Delhi.,Under Investigation
714,Identity Theft,Delhi,New Delhi,13596,53,Male,2023-03-17 00:00:00,Victim reported identity theft incident in New Delhi.,Open
715,Phishing,Delhi,New Delhi,3422,52,Female,2023-10-24 00:00:00,Victim reported phishing incident in New Delhi.,Open
716,KYC Scam,Delhi,New Delhi,27764,39,Male,2023-09-26 00:00:00,Victim reported kyc scam incident in New Delhi.,Open
717,Social Media Hack,Delhi,New Delhi,18585,60,Male,2023-12-30 00:00:00,Victim reported social media hack incident in New Delhi.,Open
718,Job Scam,Delhi,New Delhi,30378,30,Female,2023-08-12 00:00:00,Victim reported job scam incident in New Delhi.,Open
719,Loan Scam,Delhi,New Delhi,4821,31,Female,2023-09-20 00:00:00,Victim reported loan scam incident in New Delhi.,Open
720,Social Media Hack,Delhi,New Delhi,39746,36,Male,2023-08-11 00:00:00,Victim reported social media hack incident in New Delhi.,Under Investigation
721,Job Scam,Delhi,New Delhi,22548,30,Male,2023-05-31 00:00:00,Victim reported job scam incident in New Delhi.,Closed
722,KYC Scam,Delhi,New Delhi,21990,34,Male,2023-04-18 00:00:00,Victim reported kyc scam incident in New Delhi.,Under Investigation
723,Identity Theft,Delhi,New Delhi,17852,58,Female,2023-08-18 00:00:00,Victim reported identity theft incident in New Delhi.,Under Investigation
724,KYC Scam,Delhi,New Delhi,19481,47,Male,2023-09-16 00:00:00,Victim reported kyc scam incident in New Delhi.,Open
725,Loan Scam,Delhi,New Delhi,19419,39,Male,2023-05-25 00:00:00,Victim reported loan scam incident in New Delhi.,Under Investigation
726,KYC Scam,Delhi,New Delhi,4746,23,Female,2023-01-06 00:00:00,Victim reported kyc scam incident in New Delhi.,Closed
727,Credit Card Fraud,Delhi,New Delhi,23040,35,Male,2023-06-16 00:00:00,Victim reported credit card fraud incident in New Delhi.,Closed
728,Social Media Hack,Delhi,New Delhi,13755,50,Female,2023-08-16 00:00:00,Victim reported social media hack incident in New Delhi.,Closed
729,Phishing,Delhi,New Delhi,16324,44,Male,2023-03-06 00:00:00,Victim reported phishing incident in New Delhi.,Closed
730,Online Shopping Fraud,Delhi,New Delhi,39028,53,Male,2023-02-11 00:00:00,Victim reported online shopping fraud incident in New Delhi.,Under Investigation
731,Loan Scam,Delhi,New Delhi,20972,22,Male,2023-07-31 00:00:00,Victim reported loan scam incident in New Delhi.,Under Investigation
732,Crypto Scam,Delhi,New Delhi,5177,20,Male,2023-05-20 00:00:00,Victim reported crypto scam incident in New Delhi.,Closed
733,Job Scam,Delhi,New Delhi,11208,51,Female,2023-07-01 00:00:00,Victim reported job scam incident in New Delhi.,Open
734,Social Media Hack,Delhi,New Delhi,40337,56,Male,2023-07-07 00:00:00,Victim reported social media hack incident in New Delhi.,Open
735,Credit Card Fraud,Delhi,New Delhi,8442,50,Male,2023-03-19 00:00:00,Victim reported credit card fraud incident in New Delhi.,Open
736,Social Media Hack,Delhi,New Delhi,37358,28,Female,2023-04-21 00:00:00,Victim reported social media hack incident in New Delhi.,Open
737,Identity Theft,Delhi,New Delhi,17201,31,Female,2023-11-13 00:00:00,Victim reported identity theft incident in New Delhi.,Closed
738,Credit Card Fraud,Delhi,New Delhi,15544,33,Female,2023-02-07 00:00:00,Victim reported credit card fraud incident in New Delhi.,Open
739,Identity Theft,Delhi,New Delhi,24312,26,Female,2023-04-13 00:00:00,Victim reported identity theft incident in New Delhi.,Open
740,Online Shopping Fraud,Delhi,New Delhi,14406,39,Female,2023-09-14 00:00:00,Victim reported online shopping fraud incident in New Delhi.,Under Investigation
741,UPI Fraud,Delhi,New Delhi,43708,52,Female,2023-08-07 00:00:00,Victim reported upi fraud incident in New Delhi.,Closed
742,Social Media Hack,Delhi,New Delhi,40730,60,Male,2023-07-14 00:00:00,Victim reported social media hack incident in New Delhi.,Closed
743,Social Media Hack,Delhi,New Delhi,22295,59,Female,2023-09-12 00:00:00,Victim reported social media hack incident in New Delhi.,Closed
744,Job Scam,Delhi,New Delhi,26790,49,Male,2023-11-23 00:00:00,Victim reported job scam incident in New Delhi.,Open
745,KYC Scam,Delhi,New Delhi,1268,25,Female,2023-11-27 00:00:00,Victim reported kyc scam incident in New Delhi.,Under Investigation
746,Phishing,Delhi,New Delhi,26694,37,Male,2023-07-11 00:00:00,Victim reported phishing incident in New Delhi.,Closed
747,Social Media Hack,Delhi,New Delhi,9687,33,Female,2023-12-13 00:00:00,Victim reported social media hack incident in New Delhi.,Under Investigation
748,Job Scam,Delhi,New Delhi,7708,29,Male,2023-05-22 00:00:00,Victim reported job scam incident in New Delhi.,Open
749,Crypto Scam,Delhi,New Delhi,1221,47,Female,2023-07-04 00:00:00,Victim reported crypto scam incident in New Delhi.,Open
750,Credit Card Fraud,Delhi,New Delhi,37363,37,Female,2023-08-23 00:00:00,Victim reported credit card fraud incident in New Delhi.,Open
751,KYC Scam,Delhi,New Delhi,10735,26,Male,2023-05-07 00:00:00,Victim reported kyc scam incident in New Delhi.,Open
752,KYC Scam,Delhi,New Delhi,24851,49,Female,2023-08-25 00:00:00,Victim reported kyc scam incident in New Delhi.,Under Investigation
753,Identity Theft,Delhi,New Delhi,33309,52,Male,2023-10-18 00:00:00,Victim reported identity theft incident in New Delhi.,Under Investigation
754,Social Media Hack,Delhi,New Delhi,10223,31,Male,2023-04-04 00:00:00,Victim reported social media hack incident in New Delhi.,Under Investigation
755,Online Shopping Fraud,Delhi,New Delhi,14483,47,Female,2023-10-01 00:00:00,Victim reported online shopping fraud incident in New Delhi.,Under Investigation
756,Identity Theft,Delhi,New Delhi,4672,42,Male,2023-01-18 00:00:00,Victim reported identity theft incident in New Delhi.,Closed
757,KYC Scam,Delhi,New Delhi,15397,36,Male,2023-05-11 00:00:00,Victim reported kyc scam incident in New Delhi.,Open
758,Loan Scam,Delhi,New Delhi,8099,54,Female,2023-08-10 00:00:00,Victim reported loan scam incident in New Delhi.,Closed
759,Online Shopping Fraud,Delhi,New Delhi,9197,37,Female,2023-10-25 00:00:00,Victim reported online shopping fraud incident in New Delhi.,Closed
760,Crypto Scam,Delhi,New Delhi,21588,21,Male,2023-01-10 00:00:00,Victim reported crypto scam incident in New Delhi.,Closed
761,Identity Theft,Delhi,New Delhi,35694,34,Female,2023-03-27 00:00:00,Victim reported identity theft incident in New Delhi.,Under Investigation
762,Identity Theft,Delhi,New Delhi,16901,28,Male,2023-01-17 00:00:00,Victim reported identity theft incident in New Delhi.,Open
763,Credit Card Fraud,Delhi,New Delhi,17639,59,Female,2023-02-11 00:00:00,Victim reported credit card fraud incident in New Delhi.,Closed
764,Social Media Hack,Delhi,New Delhi,46518,37,Female,2023-04-14 00:00:00,Victim reported social media hack incident in New Delhi.,Under Investigation
765,Loan Scam,Delhi,New Delhi,31390,52,Female,2023-09-12 00:00:00,Victim reported loan scam incident in New Delhi.,Under Investigation
766,Online Shopping Fraud,Delhi,New Delhi,22416,23,Male,2023-07-18 00:00:00,Victim reported online shopping fraud incident in New Delhi.,Under Investigation
767,Crypto Scam,Delhi,New Delhi,47983,57,Male,2023-04-05 00:00:00,Victim reported crypto scam incident in New Delhi.,Open
768,KYC Scam,Delhi,New Delhi,25946,18,Female,2023-05-15 00:00:00,Victim reported kyc scam incident in New Delhi.,Closed
769,UPI Fraud,Delhi,New Delhi,25821,24,Male,2023-04-23 00:00:00,Victim reported upi fraud incident in New Delhi.,Under Investigation
770,Phishing,Delhi,New Delhi,31264,20,Male,2023-03-27 00:00:00,Victim reported phishing incident in New Delhi.,Closed
771,Credit Card Fraud,Telangana,Warangal,3709,25,Female,2023-02-27 00:00:00,Victim reported credit card fraud incident in Warangal.,Open
772,KYC Scam,Telangana,Warangal,7634,41,Female,2023-02-06 00:00:00,Victim reported kyc scam incident in Warangal.,Under Investigation
773,UPI Fraud,Telangana,Warangal,7380,21,Female,2023-01-12 00:00:00,Victim reported upi fraud incident in Warangal.,Closed
774,Social Media Hack,Telangana,Hyderabad,6168,26,Female,2023-11-03 00:00:00,Victim reported social media hack incident in Hyderabad.,Closed
775,Phishing,Telangana,Warangal,46164,38,Female,2023-07-27 00:00:00,Victim reported phishing incident in Warangal.,Open
776,Phishing,Telangana,Warangal,1878,33,Male,2023-08-31 00:00:00,Victim reported phishing incident in Warangal.,Closed
777,Identity Theft,Telangana,Hyderabad,10465,49,Female,2023-04-18 00:00:00,Victim reported identity theft incident in Hyderabad.,Under Investigation
778,Crypto Scam,Telangana,Hyderabad,21936,37,Female,2023-12-08 00:00:00,Victim reported crypto scam incident in Hyderabad.,Under Investigation
779,Crypto Scam,Telangana,Warangal,2288,56,Male,2023-03-03 00:00:00,Victim reported crypto scam incident in Warangal.,Under Investigation
780,Loan Scam,Telangana,Warangal,5048,35,Male,2023-11-23 00:00:00,Victim reported loan scam incident in Warangal.,Open
781,Social Media Hack,Telangana,Hyderabad,5202,51,Female,2023-10-19 00:00:00,Victim reported social media hack incident in Hyderabad.,Open
782,Phishing,Telangana,Hyderabad,47721,22,Female,2023-11-15 00:00:00,Victim reported phishing incident in Hyderabad.,Under Investigation
783,UPI Fraud,Telangana,Hyderabad,6913,23,Male,2023-09-28 00:00:00,Victim reported upi fraud incident in Hyderabad.,Under Investigation
784,KYC Scam,Telangana,Warangal,29604,24,Male,2023-08-11 00:00:00,Victim reported kyc scam incident in Warangal.,Open
785,Job Scam,Telangana,Hyderabad,18775,20,Female,2023-08-24 00:00:00,Victim reported job scam incident in Hyderabad.,Open
786,Job Scam,Telangana,Hyderabad,26175,28,Male,2023-11-06 00:00:00,Victim reported job scam incident in Hyderabad.,Closed
787,Loan Scam,Telangana,Warangal,34663,29,Female,2023-02-07 00:00:00,Victim reported loan scam incident in Warangal.,Open
788,KYC Scam,Telangana,Warangal,34649,52,Female,2023-08-02 00:00:00,Victim reported kyc scam incident in Warangal.,Closed
789,UPI Fraud,Telangana,Warangal,36427,42,Male,2023-07-24 00:00:00,Victim reported upi fraud incident in Warangal.,Open
790,KYC Scam,Telangana,Warangal,14942,52,Male,2023-10-17 00:00:00,Victim reported kyc scam incident in Warangal.,Closed
791,Credit Card Fraud,Telangana,Hyderabad,43165,54,Male,2023-06-15 00:00:00,Victim reported credit card fraud incident in Hyderabad.,Closed
792,Phishing,Telangana,Warangal,42414,46,Male,2023-12-11 00:00:00,Victim reported phishing incident in Warangal.,Under Investigation
793,Phishing,Telangana,Hyderabad,37926,51,Male,2023-10-19 00:00:00,Victim reported phishing incident in Hyderabad.,Open
794,Phishing,Telangana,Warangal,43243,35,Male,2023-05-06 00:00:00,Victim reported phishing incident in Warangal.,Closed
795,UPI Fraud,Telangana,Hyderabad,38420,41,Male,2023-05-17 00:00:00,Victim reported upi fraud incident in Hyderabad.,Closed
796,Credit Card Fraud,Telangana,Warangal,38009,53,Male,2023-08-06 00:00:00,Victim reported credit card fraud incident in Warangal.,Closed
797,UPI Fraud,Telangana,Hyderabad,5815,56,Male,2023-11-03 00:00:00,Victim reported upi fraud incident in Hyderabad.,Open
798,Online Shopping Fraud,Telangana,Hyderabad,6623,56,Female,2023-12-17 00:00:00,Victim reported online shopping fraud incident in Hyderabad.,Open
799,Loan Scam,Telangana,Hyderabad,26020,42,Female,2023-02-18 00:00:00,Victim reported loan scam incident in Hyderabad.,Closed
800,Job Scam,Telangana,Warangal,8175,50,Male,2023-08-13 00:00:00,Victim reported job scam incident in Warangal.,Closed
801,Social Media Hack,Telangana,Warangal,29545,60,Female,2023-01-07 00:00:00,Victim reported social media hack incident in Warangal.,Open
802,Crypto Scam,Telangana,Warangal,44704,51,Male,2023-05-30 00:00:00,Victim reported crypto scam incident in Warangal.,Under Investigation
803,Credit Card Fraud,Telangana,Hyderabad,12631,28,Male,2023-12-04 00:00:00,Victim reported credit card fraud incident in Hyderabad.,Open
804,Loan Scam,Telangana,Hyderabad,26234,56,Male,2023-02-27 00:00:00,Victim reported loan scam incident in Hyderabad.,Closed
805,Credit Card Fraud,Telangana,Warangal,8710,43,Female,2023-07-23 00:00:00,Victim reported credit card fraud incident in Warangal.,Under Investigation
806,Identity Theft,Telangana,Warangal,10335,23,Male,2023-08-02 00:00:00,Victim reported identity theft incident in Warangal.,Under Investigation
807,Social Media Hack,Telangana,Warangal,19893,39,Male,2023-12-08 00:00:00,Victim reported social media hack incident in Warangal.,Under Investigation
808,KYC Scam,Telangana,Warangal,8390,41,Female,2023-11-13 00:00:00,Victim reported kyc scam incident in Warangal.,Under Investigation
809,Social Media Hack,Telangana,Warangal,42350,49,Female,2023-10-18 00:00:00,Victim reported social media hack incident in Warangal.,Closed
810,Crypto Scam,Telangana,Warangal,33214,26,Female,2023-06-15 00:00:00,Victim reported crypto scam incident in Warangal.,Closed
811,UPI Fraud,Telangana,Hyderabad,28648,31,Female,2023-12-25 00:00:00,Victim reported upi fraud incident in Hyderabad.,Under Investigation
812,Online Shopping Fraud,Telangana,Warangal,9336,54,Female,2023-09-07 00:00:00,Victim reported online shopping fraud incident in Warangal.,Closed
813,Phishing,Telangana,Warangal,24362,59,Male,2023-02-21 00:00:00,Victim reported phishing incident in Warangal.,Under Investigation
814,Loan Scam,Telangana,Warangal,47309,38,Female,2023-11-18 00:00:00,Victim reported loan scam incident in Warangal.,Under Investigation
815,Social Media Hack,Telangana,Warangal,31981,23,Male,2023-11-05 00:00:00,Victim reported social media hack incident in Warangal.,Closed
816,Loan Scam,Telangana,Warangal,16357,42,Male,2023-07-08 00:00:00,Victim reported loan scam incident in Warangal.,Open
817,Crypto Scam,Telangana,Warangal,31142,51,Male,2023-08-10 00:00:00,Victim reported crypto scam incident in Warangal.,Closed
818,Online Shopping Fraud,Telangana,Warangal,28121,55,Female,2023-12-31 00:00:00,Victim reported online shopping fraud incident in Warangal.,Open
819,Social Media Hack,Telangana,Hyderabad,6936,51,Male,2023-09-01 00:00:00,Victim reported social media hack incident in Hyderabad.,Under Investigation
820,Credit Card Fraud,Telangana,Warangal,12632,42,Female,2023-08-11 00:00:00,Victim reported credit card fraud incident in Warangal.,Open
821,Loan Scam,Telangana,Warangal,41497,36,Male,2023-10-22 00:00:00,Victim reported loan scam incident in Warangal.,Open
822,UPI Fraud,Telangana,Warangal,46516,58,Male,2023-05-19 00:00:00,Victim reported upi fraud incident in Warangal.,Closed
823,UPI Fraud,Telangana,Warangal,11766,40,Male,2023-10-23 00:00:00,Victim reported upi fraud incident in Warangal.,Open
824,Credit Card Fraud,Telangana,Warangal,37850,49,Female,2023-12-18 00:00:00,Victim reported credit card fraud incident in Warangal.,Open
825,Job Scam,Telangana,Warangal,39453,32,Male,2023-04-19 00:00:00,Victim reported job scam incident in Warangal.,Open
826,Identity Theft,Telangana,Hyderabad,44132,38,Male,2023-03-29 00:00:00,Victim reported identity theft incident in Hyderabad.,Under Investigation
827,Crypto Scam,Telangana,Hyderabad,27627,38,Male,2023-09-09 00:00:00,Victim reported crypto scam incident in Hyderabad.,Open
828,KYC Scam,Telangana,Warangal,20883,33,Male,2023-10-15 00:00:00,Victim reported kyc scam incident in Warangal.,Closed
829,Credit Card Fraud,Telangana,Hyderabad,48844,59,Male,2023-05-19 00:00:00,Victim reported credit card fraud incident in Hyderabad.,Closed
830,Online Shopping Fraud,Telangana,Warangal,4577,38,Female,2023-12-29 00:00:00,Victim reported online shopping fraud incident in Warangal.,Under Investigation
831,Credit Card Fraud,Telangana,Hyderabad,26408,29,Male,2023-08-07 00:00:00,Victim reported credit card fraud incident in Hyderabad.,Closed
832,Online Shopping Fraud,Telangana,Warangal,41037,21,Female,2023-02-28 00:00:00,Victim reported online shopping fraud incident in Warangal.,Closed
833,Social Media Hack,Telangana,Hyderabad,48359,42,Male,2023-02-07 00:00:00,Victim reported social media hack incident in Hyderabad.,Open
834,Social Media Hack,Telangana,Hyderabad,41862,43,Female,2023-03-21 00:00:00,Victim reported social media hack incident in Hyderabad.,Closed
835,Loan Scam,Telangana,Warangal,7928,56,Male,2023-02-02 00:00:00,Victim reported loan scam incident in Warangal.,Under Investigation
836,Loan Scam,Telangana,Warangal,37529,52,Male,2023-07-26 00:00:00,Victim reported loan scam incident in Warangal.,Closed
837,Identity Theft,Telangana,Hyderabad,20670,19,Female,2023-01-02 00:00:00,Victim reported identity theft incident in Hyderabad.,Under Investigation
838,Social Media Hack,Telangana,Warangal,13629,54,Male,2023-07-23 00:00:00,Victim reported social media hack incident in Warangal.,Under Investigation
839,Crypto Scam,Telangana,Warangal,7874,27,Male,2023-01-21 00:00:00,Victim reported crypto scam incident in Warangal.,Under Investigation
840,Crypto Scam,Telangana,Warangal,36359,45,Female,2023-03-18 00:00:00,Victim reported crypto scam incident in Warangal.,Under Investigation
841,Social Media Hack,Telangana,Hyderabad,26678,29,Male,2023-04-04 00:00:00,Victim reported social media hack incident in Hyderabad.,Under Investigation
842,Identity Theft,Telangana,Warangal,48754,30,Male,2023-07-05 00:00:00,Victim reported identity theft incident in Warangal.,Closed
843,Phishing,Telangana,Hyderabad,23847,54,Female,2023-07-14 00:00:00,Victim reported phishing incident in Hyderabad.,Under Investigation
844,Identity Theft,Telangana,Hyderabad,16612,18,Female,2023-07-31 00:00:00,Victim reported identity theft incident in Hyderabad.,Under Investigation
845,Job Scam,Telangana,Hyderabad,18543,45,Male,2023-10-17 00:00:00,Victim reported job scam incident in Hyderabad.,Under Investigation
846,Crypto Scam,Telangana,Hyderabad,45211,23,Male,2023-06-20 00:00:00,Victim reported crypto scam incident in Hyderabad.,Closed
847,Online Shopping Fraud,Telangana,Warangal,26840,29,Male,2023-10-23 00:00:00,Victim reported online shopping fraud incident in Warangal.,Open
848,UPI Fraud,Telangana,Warangal,40455,60,Female,2023-03-30 00:00:00,Victim reported upi fraud incident in Warangal.,Open
849,Loan Scam,Telangana,Hyderabad,18425,35,Male,2023-08-01 00:00:00,Victim reported loan scam incident in Hyderabad.,Closed
850,Phishing,Telangana,Hyderabad,6531,25,Female,2023-07-19 00:00:00,Victim reported phishing incident in Hyderabad.,Closed
851,Loan Scam,Telangana,Warangal,9888,24,Male,2023-09-08 00:00:00,Victim reported loan scam incident in Warangal.,Closed
852,Crypto Scam,Telangana,Warangal,38454,60,Female,2023-01-29 00:00:00,Victim reported crypto scam incident in Warangal.,Closed
853,Job Scam,Telangana,Hyderabad,926,48,Female,2023-10-19 00:00:00,Victim reported job scam incident in Hyderabad.,Under Investigation
854,Identity Theft,Telangana,Hyderabad,25968,21,Female,2023-06-02 00:00:00,Victim reported identity theft incident in Hyderabad.,Closed
855,Online Shopping Fraud,Telangana,Hyderabad,3294,18,Female,2023-03-17 00:00:00,Victim reported online shopping fraud incident in Hyderabad.,Closed
856,Loan Scam,Telangana,Hyderabad,20627,28,Female,2023-07-10 00:00:00,Victim reported loan scam incident in Hyderabad.,Closed
857,UPI Fraud,Telangana,Warangal,42699,36,Female,2023-09-05 00:00:00,Victim reported upi fraud incident in Warangal.,Open
858,Job Scam,Telangana,Warangal,28089,44,Male,2023-05-06 00:00:00,Victim reported job scam incident in Warangal.,Closed
859,Phishing,Telangana,Warangal,25443,48,Female,2023-11-17 00:00:00,Victim reported phishing incident in Warangal.,Under Investigation
860,Social Media Hack,Telangana,Warangal,25131,51,Male,2023-09-20 00:00:00,Victim reported social media hack incident in Warangal.,Under Investigation
861,KYC Scam,Telangana,Hyderabad,744,18,Female,2023-07-05 00:00:00,Victim reported kyc scam incident in Hyderabad.,Closed
862,Credit Card Fraud,Telangana,Hyderabad,2526,22,Male,2023-12-24 00:00:00,Victim reported credit card fraud incident in Hyderabad.,Under Investigation
863,Loan Scam,Telangana,Warangal,3501,53,Male,2023-02-05 00:00:00,Victim reported loan scam incident in Warangal.,Closed
864,Phishing,Telangana,Hyderabad,16795,31,Male,2023-08-13 00:00:00,Victim reported phishing incident in Hyderabad.,Open
865,Credit Card Fraud,Telangana,Hyderabad,12498,22,Female,2023-09-12 00:00:00,Victim reported credit card fraud incident in Hyderabad.,Closed
866,KYC Scam,Telangana,Hyderabad,38110,20,Female,2023-04-09 00:00:00,Victim reported kyc scam incident in Hyderabad.,Closed
867,Online Shopping Fraud,Telangana,Hyderabad,1070,52,Female,2023-12-10 00:00:00,Victim reported online shopping fraud incident in Hyderabad.,Open
868,Loan Scam,Telangana,Hyderabad,39758,22,Male,2023-05-09 00:00:00,Victim reported loan scam incident in Hyderabad.,Closed
869,UPI Fraud,Telangana,Hyderabad,38411,18,Female,2023-07-14 00:00:00,Victim reported upi fraud incident in Hyderabad.,Open
870,KYC Scam,Telangana,Warangal,48867,55,Female,2023-08-19 00:00:00,Victim reported kyc scam incident in Warangal.,Open
871,KYC Scam,Telangana,Warangal,46786,58,Female,2023-08-17 00:00:00,Victim reported kyc scam incident in Warangal.,Closed
872,KYC Scam,Telangana,Hyderabad,7558,38,Male,2023-07-02 00:00:00,Victim reported kyc scam incident in Hyderabad.,Closed
873,KYC Scam,Telangana,Warangal,16692,27,Female,2023-04-16 00:00:00,Victim reported kyc scam incident in Warangal.,Open
874,UPI Fraud,Telangana,Warangal,43144,59,Female,2023-08-06 00:00:00,Victim reported upi fraud incident in Warangal.,Closed
875,Loan Scam,Telangana,Warangal,3565,25,Female,2023-02-23 00:00:00,Victim reported loan scam incident in Warangal.,Closed
876,Phishing,Telangana,Warangal,8974,43,Male,2023-03-07 00:00:00,Victim reported phishing incident in Warangal.,Under Investigation
877,Loan Scam,Telangana,Hyderabad,14185,44,Female,2023-05-25 00:00:00,Victim reported loan scam incident in Hyderabad.,Closed
878,Social Media Hack,Telangana,Warangal,11861,35,Male,2023-03-31 00:00:00,Victim reported social media hack incident in Warangal.,Open
879,KYC Scam,Telangana,Warangal,41457,49,Female,2023-09-19 00:00:00,Victim reported kyc scam incident in Warangal.,Closed
880,Social Media Hack,Telangana,Warangal,50000,21,Male,2023-04-24 00:00:00,Victim reported social media hack incident in Warangal.,Open
881,Job Scam,Telangana,Hyderabad,24972,58,Male,2023-11-03 00:00:00,Victim reported job scam incident in Hyderabad.,Closed
882,Social Media Hack,Telangana,Hyderabad,14218,19,Female,2023-07-17 00:00:00,Victim reported social media hack incident in Hyderabad.,Open
883,Crypto Scam,Rajasthan,Udaipur,42832,39,Male,2023-05-26 00:00:00,Victim reported crypto scam incident in Udaipur.,Closed
884,Crypto Scam,Rajasthan,Udaipur,37536,25,Female,2023-12-22 00:00:00,Victim reported crypto scam incident in Udaipur.,Under Investigation
885,Crypto Scam,Rajasthan,Udaipur,2963,19,Male,2023-04-14 00:00:00,Victim reported crypto scam incident in Udaipur.,Open
886,KYC Scam,Rajasthan,Udaipur,7736,28,Male,2023-02-10 00:00:00,Victim reported kyc scam incident in Udaipur.,Closed
887,Crypto Scam,Rajasthan,Udaipur,1274,41,Male,2023-09-12 00:00:00,Victim reported crypto scam incident in Udaipur.,Closed
888,Crypto Scam,Rajasthan,Jaipur,17833,48,Female,2023-03-30 00:00:00,Victim reported crypto scam incident in Jaipur.,Closed
889,UPI Fraud,Rajasthan,Udaipur,37649,23,Male,2023-01-29 00:00:00,Victim reported upi fraud incident in Udaipur.,Closed
890,KYC Scam,Rajasthan,Udaipur,28320,29,Female,2023-12-23 00:00:00,Victim reported kyc scam incident in Udaipur.,Under Investigation
891,Crypto Scam,Rajasthan,Jaipur,34863,48,Male,2023-07-25 00:00:00,Victim reported crypto scam incident in Jaipur.,Open
892,Crypto Scam,Rajasthan,Jaipur,34787,52,Male,2023-11-26 00:00:00,Victim reported crypto scam incident in Jaipur.,Open
893,Job Scam,Rajasthan,Jaipur,41002,49,Male,2023-07-30 00:00:00,Victim reported job scam incident in Jaipur.,Closed
894,Phishing,Rajasthan,Jaipur,40737,54,Male,2023-10-28 00:00:00,Victim reported phishing incident in Jaipur.,Under Investigation
895,Credit Card Fraud,Rajasthan,Jaipur,8821,58,Male,2023-12-31 00:00:00,Victim reported credit card fraud incident in Jaipur.,Open
896,Loan Scam,Rajasthan,Jaipur,15669,28,Female,2023-07-17 00:00:00,Victim reported loan scam incident in Jaipur.,Closed
897,Loan Scam,Rajasthan,Jaipur,35150,58,Male,2023-02-13 00:00:00,Victim reported loan scam incident in Jaipur.,Under Investigation
898,Phishing,Rajasthan,Udaipur,4053,26,Female,2023-09-29 00:00:00,Victim reported phishing incident in Udaipur.,Closed
899,Loan Scam,Rajasthan,Jaipur,11853,45,Female,2023-04-15 00:00:00,Victim reported loan scam incident in Jaipur.,Open
900,Credit Card Fraud,Rajasthan,Udaipur,44077,19,Female,2023-06-13 00:00:00,Victim reported credit card fraud incident in Udaipur.,Under Investigation
901,UPI Fraud,Rajasthan,Udaipur,44068,41,Male,2023-06-07 00:00:00,Victim reported upi fraud incident in Udaipur.,Open
902,Social Media Hack,Rajasthan,Jaipur,15828,44,Female,2023-09-12 00:00:00,Victim reported social media hack incident in Jaipur.,Closed
903,Online Shopping Fraud,Rajasthan,Udaipur,41540,48,Male,2023-11-27 00:00:00,Victim reported online shopping fraud incident in Udaipur.,Closed
904,Social Media Hack,Rajasthan,Jaipur,2371,34,Male,2023-02-19 00:00:00,Victim reported social media hack incident in Jaipur.,Under Investigation
905,KYC Scam,Rajasthan,Udaipur,22477,52,Female,2023-08-25 00:00:00,Victim reported kyc scam incident in Udaipur.,Under Investigation
906,UPI Fraud,Rajasthan,Jaipur,18616,26,Female,2023-06-16 00:00:00,Victim reported upi fraud incident in Jaipur.,Open
907,Identity Theft,Rajasthan,Udaipur,43649,24,Female,2023-04-25 00:00:00,Victim reported identity theft incident in Udaipur.,Under Investigation
908,Credit Card Fraud,Rajasthan,Jaipur,5962,26,Male,2023-07-22 00:00:00,Victim reported credit card fraud incident in Jaipur.,Closed
909,KYC Scam,Rajasthan,Jaipur,910,49,Male,2023-03-04 00:00:00,Victim reported kyc scam incident in Jaipur.,Under Investigation
910,Crypto Scam,Rajasthan,Udaipur,26000,51,Male,2023-09-26 00:00:00,Victim reported crypto scam incident in Udaipur.,Under Investigation
911,Crypto Scam,Rajasthan,Udaipur,29030,59,Male,2023-10-06 00:00:00,Victim reported crypto scam incident in Udaipur.,Closed
912,Phishing,Rajasthan,Udaipur,45765,22,Female,2023-01-14 00:00:00,Victim reported phishing incident in Udaipur.,Open
913,Credit Card Fraud,Rajasthan,Udaipur,26864,33,Female,2023-10-11 00:00:00,Victim reported credit card fraud incident in Udaipur.,Open
